id,country,ccode,year,region,protest,protestnumber,startday,startmonth,startyear,endday,endmonth,endyear,protesterviolence,participants_category,participants,protesteridentity
6512011008,Egypt,651,2011,MENA,1,8,22,3,2011,22,3,2011,0,,1500,policemen
6512011009,Egypt,651,2011,MENA,1,9,25,3,2011,25,3,2011,0,,1000s,protesters
6512011010,Egypt,651,2011,MENA,1,10,1,4,2011,1,4,2011,0,,4000,muslim brotherhood
6512011011,Egypt,651,2011,MENA,1,11,8,4,2011,10,4,2011,0,,1000-10000,protesters
6512011012,Egypt,651,2011,MENA,1,12,27,5,2011,27,5,2011,0,,10000s,liberal factions
6512011013,Egypt,651,2011,MENA,1,13,28,6,2011,29,6,2011,1,,1000s,
6512011014,Egypt,651,2011,MENA,1,14,1,7,2011,3,7,2011,0,,1000s,protesters
6512011015,Egypt,651,2011,MENA,1,15,8,7,2011,27,7,2011,1,,1000s,unions and other youth organizations
6512011016,Egypt,651,2011,MENA,1,16,29,7,2011,29,7,2011,0,,10000s,salafists
6512011017,Egypt,651,2011,MENA,1,17,30,9,2011,30,9,2011,0,,1000s,"20 political blocs representing islamists, liberals, socialists"
6512011018,Egypt,651,2011,MENA,1,18,9,10,2011,10,10,2011,1,,100s-1000s,coptist christians
6512011019,Egypt,651,2011,MENA,1,19,18,11,2011,30,11,2011,0,,5000-50000,muslim brotherhood and other conservative islamist groups
6512011020,Egypt,651,2011,MENA,1,20,16,12,2011,21,12,2011,1,,100s-1000s,protesters and women
6512012001,Egypt,651,2012,MENA,1,1,23,1,2012,23,1,2012,0,,1000s,protesters
6512012002,Egypt,651,2012,MENA,1,2,25,1,2012,25,1,2012,0,,150000,protesters
6512012003,Egypt,651,2012,MENA,1,3,31,1,2012,31,1,2012,1,,1000s,protesters
6512012004,Egypt,651,2012,MENA,1,4,20,4,2012,20,4,2012,0,,10000,"muslim brotherhood, the april 6 youth movement, and fans of former salafi presidential candidate hazem salah abu ismail"
6512012005,Egypt,651,2012,MENA,1,5,2,5,2012,2,5,2012,1,,>200,salafi islamist
6512012006,Egypt,651,2012,MENA,1,6,4,5,2012,4,5,2012,1,,1000s,protesters
6512012007,Egypt,651,2012,MENA,1,7,2,6,2012,3,6,2012,0,,1000s,protesters
6512012008,Egypt,651,2012,MENA,1,8,8,6,2012,8,6,2012,0,,1000s,protesters
6512012009,Egypt,651,2012,MENA,1,9,19,6,2012,24,6,2012,0,,10000,muslim brotherhood
6512012010,Egypt,651,2012,MENA,1,10,12,10,2012,12,10,2012,1,,1000s,liberals
6512012011,Egypt,651,2012,MENA,1,11,9,11,2012,9,11,2012,0,,10000,ultraconservative muslims
6512012012,Egypt,651,2012,MENA,1,12,23,11,2012,23,11,2012,0,,1000s,protesters
6512012013,Egypt,651,2012,MENA,1,13,27,11,2012,27,11,2012,1,,10000,protesters
6512012014,Egypt,651,2012,MENA,1,14,30,11,2012,12,12,2012,1,,100s-10000,april 6th revolutionary youth group and national salvation front
6512013001,Egypt,651,2013,MENA,1,1,24,1,2013,25,1,2013,1,,10000s,protesters
6512013002,Egypt,651,2013,MENA,1,2,26,1,2013,28,1,2013,1,,>300,protesters
6512013003,Egypt,651,2013,MENA,1,3,12,2,2013,12,2,2013,0,,100s,policemen
6512013004,Egypt,651,2013,MENA,1,4,9,3,2013,9,3,2013,0,,100s,soccer fans
6512013005,Egypt,651,2013,MENA,1,5,30,6,2013,4,7,2013,1,,100000,tamarod
6512013006,Egypt,651,2013,MENA,1,6,3,7,2013,14,8,2013,1,,1000s-10000s,muslim brotherhood
6512013007,Egypt,651,2013,MENA,1,7,5,7,2013,6,7,2013,1,,100000,morsi s supporters
6512013008,Egypt,651,2013,MENA,1,8,12,7,2013,12,7,2013,0,,100000,morsi s supporters
6512013009,Egypt,651,2013,MENA,1,9,16,7,2013,17,7,2013,0,,1000s,muslim brotherhood
6512013010,Egypt,651,2013,MENA,1,10,19,7,2013,19,7,2013,0,,1000s,morsi s supporters
6512013011,Egypt,651,2013,MENA,1,11,27,7,2013,29,7,2013,1,,>100,morsi s supporters
6512013012,Egypt,651,2013,MENA,1,12,16,8,2013,16,8,2013,1,,100s,morsi s supporters
6512013013,Egypt,651,2013,MENA,1,13,23,8,2013,23,8,2013,0,,1000s,islamist groups
6512013014,Egypt,651,2013,MENA,1,14,30,8,2013,30,8,2013,0,,1000s,muslim brotherhood
6512013015,Egypt,651,2013,MENA,1,15,14,9,2013,14,9,2013,0,,1000s,muslim brotherhood
6512013016,Egypt,651,2013,MENA,1,16,4,10,2013,4,10,2013,0,,2000,islamist groups
6512013017,Egypt,651,2013,MENA,1,17,31,10,2013,31,10,2013,0,,>50,women
6512013018,Egypt,651,2013,MENA,1,18,1,11,2013,1,11,2013,1,,>50,morsi s supporters
6512013019,Egypt,651,2013,MENA,1,19,20,11,2013,20,11,2013,0,,100s,morsi s supporters
6512013020,Egypt,651,2013,MENA,1,20,26,11,2013,26,11,2013,0,,>50,protesters
6512013021,Egypt,651,2013,MENA,1,21,22,12,2013,22,12,2013,1,,>50,students
6512013022,Egypt,651,2013,MENA,1,22,29,12,2013,29,12,2013,1,,100s,muslim brotherhood
6512014001,Egypt,651,2014,MENA,1,1,3,1,2014,3,1,2014,1,2000-4999,1000S,protesters
6512014002,Egypt,651,2014,MENA,1,2,10,1,2014,10,1,2014,0,100-999,100s,protesters
6512014003,Egypt,651,2014,MENA,1,3,17,1,2014,17,1,2014,1,100-999,100s,protesters
6512014004,Egypt,651,2014,MENA,1,4,25,1,2014,25,1,2014,1,2000-4999,1000s,left leaning activists
6512014005,Egypt,651,2014,MENA,1,5,25,1,2014,25,1,2014,1,2000-4999,1000s,islamists
6512014006,Egypt,651,2014,MENA,1,6,7,2,2014,7,2,2014,0,50-99,50+,islamists
6512014007,Egypt,651,2014,MENA,1,7,27,3,2014,27,3,2014,1,50-99,50+,students
6512014008,Egypt,651,2014,MENA,1,8,28,3,2014,28,3,2014,1,100-999,50+,muslim brotherhood
6512014009,Egypt,651,2014,MENA,1,9,2,5,2014,2,5,2014,0,50-99,50+,anti military protesters
6512014010,Egypt,651,2014,MENA,1,10,3,7,2014,3,7,2014,0,100-999,100s,protesters
6512014011,Egypt,651,2014,MENA,1,11,7,7,2014,7,7,2014,0,50-99,50+,drivers
6512014012,Egypt,651,2014,MENA,1,12,14,8,2014,14,8,2014,1,50-99,50+,islamist supporters of ousted president mohamed morsi
6512014013,Egypt,651,2014,MENA,1,13,12,10,2014,12,10,2014,1,50-99,50+,students
6512014014,Egypt,651,2014,MENA,1,14,14,10,2014,14,10,2014,0,100-999,100s,students
6512014015,Egypt,651,2014,MENA,1,15,19,11,2014,19,11,2014,0,100-999,100s,protesters
6512014016,Egypt,651,2014,MENA,1,16,28,11,2014,28,11,2014,1,100-999,100s,salafi front
6512014017,Egypt,651,2014,MENA,1,17,29,11,2014,29,11,2014,0,1000-1999,1000,protesters
6512014018,Egypt,651,2014,MENA,1,18,30,11,2014,30,11,2014,0,2000-4999,1000s,students
6512015001,Egypt,651,2015,MENA,1,1,22,1,2015,22,1,2015,1,50-99,50,"muslim brotherhood, april 6 youth movement, ahrar movement"
6512015002,Egypt,651,2015,MENA,1,2,25,1,2015,25,1,2015,0,100-999,100s,residents
6512015003,Egypt,651,2015,MENA,1,3,25,1,2015,25,1,2015,1,50-99,>50,protesters
6512015004,Egypt,651,2015,MENA,1,4,21,6,2015,21,6,2015,0,50-99,70,women
6512015005,Egypt,651,2015,MENA,1,5,17,7,2015,17,7,2015,1,100-999,>400,"anti government protesters, islamists, muslim brotherhood"
6512016001,Egypt,651,2016,MENA,1,1,25,1,2016,25,1,2016,0,50-99,few dozen,muslim brotherhood
6512016002,Egypt,651,2016,MENA,1,2,12,2,2016,12,2,2016,0,>10000,10000,egyptian medical syndicate; doctors
6512016003,Egypt,651,2016,MENA,1,3,15,4,2016,15,4,2016,0,1000-1999,more than 1000,anti government activists
6512016004,Egypt,651,2016,MENA,1,4,25,4,2016,25,4,2016,0,100-999,hundreds,activists
6512016005,Egypt,651,2016,MENA,1,5,1,5,2016,1,5,2016,0,100-999,650,workers union
6512016006,Egypt,651,2016,MENA,1,6,1,5,2016,6,5,2016,0,2000-4999,more than 2000,journalists
6512017001,Egypt,651,2017,MENA,1,1,2,1,2017,2,1,2017,0,50-99,12 arrested,legal opposition
6512017002,Egypt,651,2017,MENA,1,2,13,6,2017,13,6,2017,0,100-999,100,protesters
6512017003,Egypt,651,2017,MENA,1,3,16,7,2017,16,7,2017,1,50-99,50,residents
6512018000,Egypt,651,2018,MENA,0,0,,,,,,,,,,
6512019001,Egypt,651,2019,MENA,1,1,20,9,2019,20,9,2019,0,2000-4999,2000,protesters
6512019002,Egypt,651,2019,MENA,1,2,21,9,2019,21,9,2019,0,100-999,200,protesters
6512019003,Egypt,651,2019,MENA,1,3,22,9,2019,22,9,2019,0,50-99,dozens,protesters
6512019004,Egypt,651,2019,MENA,1,4,27,9,2019,27,9,2019,0,50-99,dozens,protesters
6512020000,Egypt,651,2020,MENA,0,0,,,,,,,,,,
6521990000,Syria,652,1990,MENA,0,0,,,,,,,0,,.,
6521991001,Syria,652,1991,MENA,1,1,14,2,1991,14,2,1991,0,,200,syrians druse residents
6521992000,Syria,652,1992,MENA,0,0,,,,,,,0,,.,
6521993001,Syria,652,1993,MENA,1,1,15,3,1993,15,3,1993,0,,100,golan heights settlers golan settlers committee
6521994000,Syria,652,1994,MENA,0,0,,,,,,,0,,.,
6521995000,Syria,652,1995,MENA,0,0,,,,,,,0,,.,
6521996000,Syria,652,1996,MENA,0,0,,,,,,,0,,.,
6521997000,Syria,652,1997,MENA,0,0,,,,,,,0,,.,
6521998000,Syria,652,1998,MENA,0,0,,,,,,,0,,.,
6521999000,Syria,652,1999,MENA,0,0,,,,,,,0,,.,
6522000000,Syria,652,2000,MENA,0,0,,,,,,,0,,.,
6522001000,Syria,652,2001,MENA,0,0,,,,,,,0,,.,
6522002000,Syria,652,2002,MENA,0,0,,,,,,,0,,.,
6522003000,Syria,652,2003,MENA,0,0,,,,,,,0,,.,
6522004001,Syria,652,2004,MENA,1,1,8,3,2004,8,3,2004,0,,50,intellectuals & activists reformists
6522004002,Syria,652,2004,MENA,1,2,20,10,2004,20,10,2004,0,,2000,assyrian christians
6522004003,Syria,652,2004,MENA,1,3,3,12,2004,16,12,2004,1,,3000,kurds
6522005000,Syria,652,2005,MENA,0,0,,,,,,,0,,.,
6522006000,Syria,652,2006,MENA,0,0,,,,,,,0,,.,
6522007000,Syria,652,2007,MENA,0,0,,,,,,,0,,.,
6522008000,Syria,652,2008,MENA,0,0,,,,,,,0,,.,
6522009000,Syria,652,2009,MENA,0,0,,,,,,,0,,.,
6522010000,Syria,652,2010,MENA,0,0,,,,,,,0,,.,
6522011001,Syria,652,2011,MENA,1,1,19,2,2011,19,2,2011,0,,100s,
6522011002,Syria,652,2011,MENA,1,2,16,3,2011,16,3,2011,0,,200,
6522011003,Syria,652,2011,MENA,1,3,18,3,2011,3,12,2012,1,,10000s ,
6522012000,Syria,652,2012,MENA,0,0,,,,,,,,,,
6522013000,Syria,652,2013,MENA,0,0,,,,,,,,,,
6522014001,Syria,652,2014,MENA,1,1,3,1,2014,3,1,2014,0,50-99,>50,civilians
6522014002,Syria,652,2014,MENA,1,2,5,1,2014,5,1,2014,0,50-99,>50,"protesters, ahrar al sham supporters"
6522014003,Syria,652,2014,MENA,1,3,10,1,2014,10,1,2014,0,50-99,>50,anti isis protesters
6522014004,Syria,652,2014,MENA,1,4,2,10,2014,2,10,2014,0,100-999,100s,protesters
6522015001,Syria,652,2015,MENA,1,1,1,8,2015,1,8,2015,0,1000-1999,>1000,protesters
6522016001,Syria,652,2016,MENA,1,1,4,3,2016,19,4,2016,0,2000-4999,thousands,residents
6522016002,Syria,652,2016,MENA,1,2,30,12,2016,30,12,2016,0,100-999,>100,rebels
6522017001,Syria,652,2017,MENA,1,1,5,5,2017,5,5,2017,0,50-99,50,rebels
6522018000,Syria,652,2018,MENA,0,0,,,,,,,,,,
6522019001,Syria,652,2019,MENA,1,1,9,3,2019,9,3,2019,0,100-999,hundreds,protesters
6522020000,Syria,652,2020,MENA,0,0,,,,,,,,,,
6601990001,Lebanon,660,1990,MENA,1,1,6,1,1990,6,1,1990,0,,50000,christians
6601990002,Lebanon,660,1990,MENA,1,2,1,10,1990,1,10,1990,0,,5000,christians
6601991000,Lebanon,660,1991,MENA,0,0,,,,,,,0,,.,
6601992001,Lebanon,660,1992,MENA,1,1,6,5,1992,10,5,1992,1,,100,confederation of trade unions
6601992002,Lebanon,660,1992,MENA,1,2,22,8,1992,25,8,1992,0,,.,christians
6601992003,Lebanon,660,1992,MENA,1,3,23,9,1992,23,9,1992,0,,50,palestinians
6601992004,Lebanon,660,1992,MENA,1,4,1,12,1992,1,12,1992,0,,100,villagers
6601993001,Lebanon,660,1993,MENA,1,1,18,4,1993,18,4,1993,0,,400,hamas and islamic jihad
6601993002,Lebanon,660,1993,MENA,1,2,13,9,1993,13,9,1993,0,,500,hizbullah
6601993003,Lebanon,660,1993,MENA,1,3,15,9,1993,15,9,1993,0,,20000,mourners hizbullah
6601994001,Lebanon,660,1994,MENA,1,1,26,10,1994,26,10,1994,0,,100,hamas and islamic jihad
6601994002,Lebanon,660,1994,MENA,1,2,18,11,1994,18,11,1994,1,,100,hamas and islamic jihad
6601995000,Lebanon,660,1995,MENA,0,0,,,,,,,0,,.,
6601996000,Lebanon,660,1996,MENA,0,0,,,,,,,0,,.,
6601997001,Lebanon,660,1997,MENA,1,1,27,11,1997,27,11,1997,0,,1000,amal shi ite
6601998000,Lebanon,660,1998,MENA,0,0,,,,,,,0,,.,
6601999000,Lebanon,660,1999,MENA,0,0,,,,,,,0,,.,
6602000001,Lebanon,660,2000,MENA,1,1,17,2,2000,18,2,2000,0,,5000,students
6602000002,Lebanon,660,2000,MENA,1,2,14,10,2000,14,10,2000,0,,100,palestinian refugees
6602001001,Lebanon,660,2001,MENA,1,1,21,4,2001,21,4,2001,0,,50000,hizbullah
6602002001,Lebanon,660,2002,MENA,1,1,15,3,2002,15,3,2002,0,,100,christian students
6602002002,Lebanon,660,2002,MENA,1,2,8,4,2002,8,4,2002,0,,3000,islamic resistance movement
6602002003,Lebanon,660,2002,MENA,1,3,8,4,2002,8,4,2002,0,,100,supporters of syria
6602002004,Lebanon,660,2002,MENA,1,4,8,4,2002,8,4,2002,0,,3000,plo supporters
6602002005,Lebanon,660,2002,MENA,1,5,16,4,2002,16,4,2002,0,,.,hizbullah
6602003000,Lebanon,660,2003,MENA,0,0,,,,,,,0,,.,
6602004001,Lebanon,660,2004,MENA,1,1,28,5,2004,28,5,2004,1,,1000,public
6602005001,Lebanon,660,2005,MENA,1,1,17,2,2005,17,3,2005,0,,100000,anti syria
6602005002,Lebanon,660,2005,MENA,1,2,7,3,2005,7,3,2005,0,,10000,anti syria
6602005003,Lebanon,660,2005,MENA,1,3,9,3,2005,9,3,2005,0,,500000,pro syria shiites
6602005004,Lebanon,660,2005,MENA,1,4,14,3,2005,14,3,2005,0,,800000,anti syria
6602005005,Lebanon,660,2005,MENA,1,5,27,5,2005,27,5,2005,0,,100000,hizbullah
6602005006,Lebanon,660,2005,MENA,1,6,28,5,2005,28,5,2005,0,,10000,hizbullah
6602005007,Lebanon,660,2005,MENA,1,7,13,12,2005,13,12,2005,0,,1000,public
6602006001,Lebanon,660,2006,MENA,1,1,15,2,2006,15,2,2006,0,,1000000,cedar revolutionaries
6602006002,Lebanon,660,2006,MENA,1,2,30,7,2006,30,7,2006,1,,1000,anti isreal
6602006003,Lebanon,660,2006,MENA,1,3,11,9,2006,11,9,2006,0,,100,anti british
6602006004,Lebanon,660,2006,MENA,1,4,22,9,2006,22,9,2006,0,,500000,hizbullah
6602006005,Lebanon,660,2006,MENA,1,5,23,11,2006,23,11,2006,0,,800000,christian lebanese
6602006006,Lebanon,660,2006,MENA,1,6,1,12,2006,1,12,2006,0,,800000,hizbullah
6602007001,Lebanon,660,2007,MENA,1,1,9,1,2007,9,1,2007,0,,100,hizbullah
6602007002,Lebanon,660,2007,MENA,1,2,23,1,2007,23,1,2007,1,,1000,hizbullah
6602008001,Lebanon,660,2008,MENA,1,1,27,1,2008,27,1,2008,1,,100,hizbullah
6602008002,Lebanon,660,2008,MENA,1,2,14,2,2008,14,2,2008,0,,10000,govt supporters
6602008003,Lebanon,660,2008,MENA,1,3,14,2,2008,14,2,2008,0,,1000,hizbullah
6602008004,Lebanon,660,2008,MENA,1,4,6,5,2008,11,5,2008,1,,1000,hizbullah
6602009000,Lebanon,660,2009,MENA,0,0,,,,,,,0,,.,
6602010000,Lebanon,660,2010,MENA,0,0,,,,,,,0,,.,
6602011001,Lebanon,660,2011,MENA,1,1,27,2,2011,27,2,2011,0,,500,
6602011002,Lebanon,660,2011,MENA,1,2,6,3,2011,6,3,2011,0,,8000,
6602011003,Lebanon,660,2011,MENA,1,3,10,4,2011,10,4,2011,0,,1000s,
6602011004,Lebanon,660,2011,MENA,1,4,13,4,2011,13,4,2011,0,,1000s,
6602012001,Lebanon,660,2012,MENA,1,1,21,11,2012,21,11,2012,1,,10000s,
6602013001,Lebanon,660,2013,MENA,1,1,6,6,2013,6,6,2013,0,,1000s,
6602014001,Lebanon,660,2014,MENA,1,1,17,1,2014,24,1,2014,0,50-99,>50,"residents, ayyash clan"
6602014002,Lebanon,660,2014,MENA,1,2,6,4,2014,6,4,2014,0,50-99,>50,"residents, protesters"
6602014003,Lebanon,660,2014,MENA,1,3,6,4,2014,6,4,2014,0,50-99,>50,"residents, protesters"
6602014004,Lebanon,660,2014,MENA,1,4,5,11,2014,5,11,2014,0,100-999,100,protesters
6602015001,Lebanon,660,2015,MENA,1,1,26,4,2015,26,4,2015,0,50-99,50,protesters
6602015002,Lebanon,660,2015,MENA,1,2,25,7,2015,25,7,2015,0,1000-1999,>1000,protesters
6602015003,Lebanon,660,2015,MENA,1,3,19,8,2015,19,8,2015,1,50-99,>50,you stink movement
6602015004,Lebanon,660,2015,MENA,1,4,23,8,2015,23,8,2015,1,2000-4999,1000s,you stink movement
6602015005,Lebanon,660,2015,MENA,1,5,29,8,2015,29,8,2015,0,2000-4999,1000s,you stink movement
6602015006,Lebanon,660,2015,MENA,1,6,1,9,2015,1,9,2015,0,100-999,100s,you stink movement
6602015007,Lebanon,660,2015,MENA,1,7,9,9,2015,9,9,2015,0,50-99,>50,protesters
6602016000,Lebanon,660,2016,MENA,0,0,,,,,,,,,,
6602017001,Lebanon,660,2017,MENA,1,1,1,6,2017,8,6,2017,0,2000-4999,thousands,residents
6602018001,Lebanon,660,2018,MENA,1,1,28,1,2018,28,1,2018,0,50-99,50,residents
6602019001,Lebanon,660,2019,MENA,1,1,17,10,2019,17,10,2019,0,>10000,thousands,protesters
6602019002,Lebanon,660,2019,MENA,1,2,18,10,2019,18,10,2019,1,>10000,thousands,protesters
6602019003,Lebanon,660,2019,MENA,1,3,19,10,2019,19,10,2019,0,>10000,hundreds of thousands,protesters
6602019004,Lebanon,660,2019,MENA,1,4,20,10,2019,20,10,2019,0,>10000,hundreds of thousands,protesters
6602019005,Lebanon,660,2019,MENA,1,5,21,10,2019,21,10,2019,0,>10000,hundreds of thousands,protesters
6602019006,Lebanon,660,2019,MENA,1,6,22,10,2019,22,10,2019,0,>10000,hundreds of thousands,protesters
6602019007,Lebanon,660,2019,MENA,1,7,23,10,2019,23,10,2019,0,>10000,hundreds of thousands,protesters
6602019008,Lebanon,660,2019,MENA,1,8,24,10,2019,24,10,2019,0,>10000,hundreds of thousands,protesters
6602019009,Lebanon,660,2019,MENA,1,9,25,10,2019,25,10,2019,0,>10000,hundreds of thousands,protesters
6602019010,Lebanon,660,2019,MENA,1,10,26,10,2019,26,10,2019,0,>10000,hundreds of thousands,protesters
6602019011,Lebanon,660,2019,MENA,1,11,27,10,2019,27,10,2019,0,>10000,hundreds of thousands,protesters
6602019012,Lebanon,660,2019,MENA,1,12,28,10,2019,28,10,2019,0,>10000,hundreds of thousands,protesters
6602019013,Lebanon,660,2019,MENA,1,13,29,10,2019,29,10,2019,0,>10000,hundreds of thousands,protesters
6602019014,Lebanon,660,2019,MENA,1,14,30,10,2019,30,10,2019,0,>10000,tens of thousands,protesters
6602019015,Lebanon,660,2019,MENA,1,15,31,10,2019,31,10,2019,0,>10000,tens of thousands,protesters
6602019016,Lebanon,660,2019,MENA,1,16,1,11,2019,1,11,2019,0,>10000,tens of thousands,protesters
6602019017,Lebanon,660,2019,MENA,1,17,2,11,2019,2,11,2019,0,>10000,tens of thousands,protesters
6602019018,Lebanon,660,2019,MENA,1,18,3,11,2019,3,11,2019,0,>10000,tens of thousands,protesters
6602019019,Lebanon,660,2019,MENA,1,19,4,11,2019,4,11,2019,0,>10000,tens of thousands,protesters
6602019020,Lebanon,660,2019,MENA,1,20,5,11,2019,5,11,2019,0,>10000,tens of thousands,protesters
6602019021,Lebanon,660,2019,MENA,1,21,6,11,2019,6,11,2019,0,>10000,tens of thousands,protesters
6602019022,Lebanon,660,2019,MENA,1,22,7,11,2019,7,11,2019,0,>10000,tens of thousands,protesters
6602019023,Lebanon,660,2019,MENA,1,23,8,11,2019,8,11,2019,0,>10000,tens of thousands,protesters
6602019024,Lebanon,660,2019,MENA,1,24,9,11,2019,9,11,2019,0,>10000,tens of thousands,protesters
6602019025,Lebanon,660,2019,MENA,1,25,10,11,2019,10,11,2019,0,>10000,tens of thousands,protesters
6602019026,Lebanon,660,2019,MENA,1,26,11,11,2019,11,11,2019,0,>10000,tens of thousands,protesters
6602019027,Lebanon,660,2019,MENA,1,27,12,11,2019,12,11,2019,0,>10000,tens of thousands,protesters
6602019028,Lebanon,660,2019,MENA,1,28,13,11,2019,13,11,2019,0,>10000,tens of thousands,protesters
6602019029,Lebanon,660,2019,MENA,1,29,14,11,2019,14,11,2019,0,>10000,tens of thousands,protesters
6602019030,Lebanon,660,2019,MENA,1,30,15,11,2019,15,11,2019,0,>10000,tens of thousands,protesters
6602019031,Lebanon,660,2019,MENA,1,31,16,11,2019,16,11,2019,0,>10000,tens of thousands,protesters
6602019032,Lebanon,660,2019,MENA,1,32,17,11,2019,17,11,2019,0,>10000,tens of thousands,protesters
6602019033,Lebanon,660,2019,MENA,1,33,18,11,2019,18,11,2019,0,>10000,tens of thousands,protesters
6602019034,Lebanon,660,2019,MENA,1,34,19,11,2019,19,11,2019,0,>10000,tens of thousands,protesters
6602019035,Lebanon,660,2019,MENA,1,35,20,11,2019,20,11,2019,1,>10000,tens of thousands,protesters
6602019036,Lebanon,660,2019,MENA,1,36,21,11,2019,21,11,2019,1,>10000,tens of thousands,protesters
6602019037,Lebanon,660,2019,MENA,1,37,22,11,2019,22,11,2019,1,>10000,tens of thousands,protesters
6602019038,Lebanon,660,2019,MENA,1,38,23,11,2019,23,11,2019,1,>10000,tens of thousands,protesters
6602019039,Lebanon,660,2019,MENA,1,39,24,11,2019,24,11,2019,1,>10000,tens of thousands,protesters
6602019040,Lebanon,660,2019,MENA,1,40,25,11,2019,25,11,2019,1,>10000,tens of thousands,protesters
6602019041,Lebanon,660,2019,MENA,1,41,26,11,2019,26,11,2019,1,>10000,tens of thousands,protesters
6602019042,Lebanon,660,2019,MENA,1,42,27,11,2019,27,11,2019,1,>10000,tens of thousands,protesters
6602019043,Lebanon,660,2019,MENA,1,43,28,11,2019,28,11,2019,1,>10000,tens of thousands,protesters
6602019044,Lebanon,660,2019,MENA,1,44,29,11,2019,29,11,2019,1,>10000,tens of thousands,protesters
6602019045,Lebanon,660,2019,MENA,1,45,30,11,2019,30,11,2019,1,>10000,tens of thousands,protesters
6602019046,Lebanon,660,2019,MENA,1,46,1,12,2019,1,12,2019,1,>10000,tens of thousands,protesters
6602019047,Lebanon,660,2019,MENA,1,47,2,12,2019,2,12,2019,1,>10000,tens of thousands,protesters
6602019048,Lebanon,660,2019,MENA,1,48,3,12,2019,3,12,2019,1,>10000,tens of thousands,protesters
6602019049,Lebanon,660,2019,MENA,1,49,4,12,2019,4,12,2019,1,>10000,tens of thousands,protesters
6602019050,Lebanon,660,2019,MENA,1,50,5,12,2019,5,12,2019,1,>10000,tens of thousands,protesters
6602019051,Lebanon,660,2019,MENA,1,51,6,12,2019,6,12,2019,1,>10000,tens of thousands,protesters
6602019052,Lebanon,660,2019,MENA,1,52,7,12,2019,7,12,2019,1,>10000,tens of thousands,protesters
6602019053,Lebanon,660,2019,MENA,1,53,8,12,2019,8,12,2019,1,>10000,tens of thousands,protesters
6602019054,Lebanon,660,2019,MENA,1,54,9,12,2019,9,12,2019,1,>10000,tens of thousands,protesters
6602019055,Lebanon,660,2019,MENA,1,55,10,12,2019,10,12,2019,1,>10000,tens of thousands,protesters
6602019056,Lebanon,660,2019,MENA,1,56,11,12,2019,11,12,2019,1,>10000,tens of thousands,protesters
6602019057,Lebanon,660,2019,MENA,1,57,12,12,2019,12,12,2019,1,>10000,tens of thousands,protesters
6602019058,Lebanon,660,2019,MENA,1,58,13,12,2019,13,12,2019,1,>10000,tens of thousands,protesters
6602019059,Lebanon,660,2019,MENA,1,59,14,12,2019,14,12,2019,1,>10000,tens of thousands,protesters
6602019060,Lebanon,660,2019,MENA,1,60,15,12,2019,15,12,2019,1,>10000,tens of thousands,protesters
6602019061,Lebanon,660,2019,MENA,1,61,16,12,2019,16,12,2019,1,>10000,tens of thousands,protesters
6602019062,Lebanon,660,2019,MENA,1,62,17,12,2019,18,12,2019,1,>10000,tens of thousands,protesters
6602020001,Lebanon,660,2020,MENA,1,1,18,1,2020,19,1,2020,1,>10000,tens of thousands,protesters
6631990000,Jordan,663,1990,MENA,0,0,,,,,,,0,,.,
6631991000,Jordan,663,1991,MENA,0,0,,,,,,,0,,.,
6631992000,Jordan,663,1992,MENA,0,0,,,,,,,0,,.,
6631993000,Jordan,663,1993,MENA,0,0,,,,,,,0,,.,
6631994001,Jordan,663,1994,MENA,1,1,25,7,1994,25,7,1994,0,,100,opposition parties islamic fundamentalists and leftists
6631994002,Jordan,663,1994,MENA,1,2,26,10,1994,26,10,1994,0,,5000,the islamic action front
6631995000,Jordan,663,1995,MENA,0,0,,,,,,,0,,.,
6631996001,Jordan,663,1996,MENA,1,1,16,6,1996,19,6,1996,1,,1000,jordanians
6631997001,Jordan,663,1997,MENA,1,1,8,1,1997,8,1,1997,0,,4000,"opposition parties, islamists, labor unions"
6631997002,Jordan,663,1997,MENA,1,2,23,7,1997,23,7,1997,0,,300,jordanians
6631998000,Jordan,663,1998,MENA,0,0,,,,,,,0,,.,
6631999000,Jordan,663,1999,MENA,0,0,,,,,,,0,,.,
6632000000,Jordan,663,2000,MENA,0,0,,,,,,,0,,.,
6632001000,Jordan,663,2001,MENA,0,0,,,,,,,0,,.,
6632002000,Jordan,663,2002,MENA,0,0,,,,,,,0,,.,
6632003000,Jordan,663,2003,MENA,0,0,,,,,,,0,,.,
6632004000,Jordan,663,2004,MENA,0,0,,,,,,,0,,.,
6632005000,Jordan,663,2005,MENA,0,0,,,,,,,0,,.,
6632006000,Jordan,663,2006,MENA,0,0,,,,,,,0,,.,
6632007000,Jordan,663,2007,MENA,0,0,,,,,,,0,,.,
6632008000,Jordan,663,2008,MENA,0,0,,,,,,,0,,.,
6632009000,Jordan,663,2009,MENA,0,0,,,,,,,0,,.,
6632010001,Jordan,663,2010,MENA,1,1,2,6,2010,6,6,2010,0,,1000,jordanian teachers
6632010002,Jordan,663,2010,MENA,1,2,4,7,2010,4,7,2010,0,,100,activists muslim brotherhood and student unions
6632010003,Jordan,663,2010,MENA,1,3,31,8,2010,31,8,2010,0,,100,jordanian teachers
6632010004,Jordan,663,2010,MENA,1,4,11,11,2010,11,11,2010,1,,400,jordanians
